,label,youtube_id,time_start,time_end,split
548,eating hotdog,4rCMsptfgSs,53,63,train
549,eating hotdog,5-j9iuUQUhg,210,220,train
550,eating hotdog,5AC6HhEgFes,121,131,train
551,eating hotdog,5Aqpbzb5RUg,155,165,train
552,eating hotdog,5KbZPFk39xU,38,48,train
553,eating hotdog,5mJi26lWRr4,7,17,train
554,eating hotdog,5rahwsReBfA,14,24,train
555,eating hotdog,5uVlFp0YVak,2,12,train
556,eating hotdog,62Kg2BuZZ-w,60,70,train
557,eating hotdog,65Q0CfVr1eg,6,16,train
558,eating hotdog,6MRZJtkJwOQ,48,58,train
559,eating hotdog,6Pa9gwSr-JE,0,10,train
560,eating hotdog,6Qjx_OA_0mk,2,12,train
561,eating hotdog,6kq1C1pbbV8,4,14,train
562,eating hotdog,7-wqUmIJEQ8,0,10,train
563,eating hotdog,7OTI3_k6ICo,12,22,train
564,eating hotdog,7QGWB53EWnM,0,10,train
565,eating hotdog,7TsoHfLpTUs,602,612,train
566,eating hotdog,7cW49hMXEpA,230,240,train
567,eating hotdog,7gLME3IxEZs,261,271,train
568,eating hotdog,7nFHIT7k2sY,55,65,train
569,eating hotdog,898jqLDf9RQ,37,47,train
570,eating hotdog,8CK2XzB_urM,74,84,train
571,eating hotdog,8Kbo-C-B1Qc,25,35,train
572,eating hotdog,8NwCxHSkFmE,1,11,train
573,eating hotdog,8TMGrGvZ0zc,4,14,train
574,eating hotdog,8UPb6uWCtCE,344,354,train
575,eating hotdog,8US_buAr-vA,257,267,train
576,eating hotdog,8bfaF6OrWwQ,38,48,train
577,eating hotdog,8fpvJj3VICw,9,19,train
578,eating hotdog,8hnn6x0Nm6Q,53,63,train
579,eating hotdog,8pvZ6Nvqtug,0,10,train
580,eating hotdog,8unPM3II0jU,116,126,train
581,eating hotdog,8x0jzgg0ZYs,178,188,train
582,eating hotdog,8y_BPtReI-w,52,62,train
583,eating hotdog,91OmjQuHPnY,167,177,train
584,eating hotdog,91y8_PtuCzw,13,23,train
585,eating hotdog,93kLtw5RsZI,14,24,train
586,eating hotdog,97IzWj80QuM,93,103,train
587,eating hotdog,9Hlao32efEw,37,47,train
588,eating hotdog,9Ita0SXEQ-0,0,10,train
589,eating hotdog,9TkcYs-LRYg,23,33,train
590,eating hotdog,9jhJNQtoXxE,3,13,train
591,eating hotdog,9ocfQP0nQrA,4,14,train
592,eating hotdog,9zhXKwQHKFY,15,25,train
593,eating hotdog,ALQkBHLA2kk,0,10,train
594,eating hotdog,A_dg6BXzNBA,0,10,train
595,eating hotdog,AdWvc25Vsus,44,54,train
596,eating hotdog,AgW9IxCJ9sk,3,13,train
597,eating hotdog,AlQ5x8koMkM,35,45,train
598,eating hotdog,AltwbE4Lh6Q,111,121,train
599,eating hotdog,AowF2hYacwE,35,45,train
600,eating ice cream,-1p1c9QE-CE,269,279,train
601,eating ice cream,-2f7n5RNe-Q,48,58,train
602,eating ice cream,-5b2NShMhAg,20,30,train
603,eating ice cream,-8dDh2JSy_E,3,13,train
604,eating ice cream,-KxwPEqUhBk,2,12,train
605,eating ice cream,-PL3Ncuylo0,24,34,train
606,eating ice cream,-TOkUXG1olU,0,10,train
607,eating ice cream,-X_bcgATtH4,66,76,train
608,eating ice cream,-ZAg8y-J9II,24,34,train
609,eating ice cream,-ZSLez_Qtc4,5,15,train
610,eating ice cream,-a8fUUZyEIA,4,14,train
611,eating ice cream,-cHgwf2n4tQ,7,17,train
612,eating ice cream,-chFCJcgA4k,55,65,train
613,eating ice cream,-iAmatz-x9Q,119,129,train
614,eating ice cream,-i_-4gYcyjU,93,103,train
615,eating ice cream,-jIqQuroXrY,12,22,train
616,eating ice cream,-lZaT177oRA,27,37,train
617,eating ice cream,-p_w4ZZpVh4,24,34,train
618,eating ice cream,-r9DUptLZN8,72,82,train
619,eating ice cream,-tnOW13JHjU,38,48,train
620,eating ice cream,06iDqj6n6YI,0,10,train
621,eating ice cream,07KR3jta1Uo,19,29,train
622,eating ice cream,0B_VpQIPEPM,41,51,train
623,eating ice cream,0G3yniDCOWk,3,13,train
624,eating ice cream,0GH9qUkdCgI,9,19,train
625,eating ice cream,0HDeeGOp6E0,19,29,train
626,eating ice cream,0VqathWO8mU,35,45,train
627,eating ice cream,0W-Enb4ARIw,26,36,train
628,eating ice cream,0fCDlKYkRxc,81,91,train
629,eating ice cream,0g_pK2gsW3c,14,24,train
630,eating ice cream,0kKfRQWmUHU,2,12,train
631,eating ice cream,0kj550MXu-8,28,38,train
632,eating ice cream,0pqGCVY9lI8,20,30,train
633,eating ice cream,0qxkk9oBOW8,115,125,train
634,eating ice cream,0uJONCBOI-E,2,12,train
635,eating ice cream,0vldOeJCp0E,48,58,train
636,eating ice cream,0wW0p7elXJ0,0,10,train
637,eating ice cream,112vzu4Ieuo,38,48,train
638,eating ice cream,15X-JbkRS_w,3,13,train
639,eating ice cream,19xlAHl3ZOs,40,50,train
640,eating ice cream,1C8yKh9agNQ,61,71,train
641,eating ice cream,1GLTVtXhhSA,34,44,train
642,eating ice cream,1HWS43YWRB0,11,21,train
643,eating ice cream,1HihbqBhPgA,7,17,train
644,eating ice cream,1MHcOiM3wG8,69,79,train
645,eating ice cream,1Q_P3eNcTxw,1,11,train
646,eating ice cream,1Skr2xHkxjo,14,24,train
647,eating ice cream,1T76dnXMVGE,17,27,train
648,eating ice cream,1VYJ3xVROcU,0,10,train
649,eating ice cream,1X40xidx7ak,15,25,train
650,eating ice cream,1XwJcShbL2k,1,11,train
651,eating ice cream,1YblUCkf6xs,31,41,train
652,eating ice cream,1aqc2gEHCec,94,104,train
653,eating ice cream,1dZOyPZeHXw,16,26,train
654,eating ice cream,1fzZPKKDd-4,1,11,train
655,eating ice cream,1hxCjKta2Cs,128,138,train
656,eating ice cream,1x0kc937VCs,92,102,train
657,eating ice cream,1yVYHJK4CIk,115,125,train
658,eating ice cream,2-qaVWLOquA,107,117,train
659,eating ice cream,20nD4pBaBBA,0,10,train
660,eating ice cream,22ZDuTMgczo,10,20,train
661,eating ice cream,2A70xH7wSdY,7,17,train
662,eating ice cream,2Hhml1lf0Is,18,28,train
663,eating ice cream,2QEr4AquFxo,181,191,train
664,eating ice cream,2QdB7kBO6Po,6,16,train
665,eating ice cream,2VPOmTXBVhQ,67,77,train
666,eating ice cream,2Wb88Dg67_c,25,35,train
667,eating ice cream,2_GRo8B5TQU,5,15,train
668,eating ice cream,2dDC63-MST0,11,21,train
669,eating ice cream,2e64NqEct5M,91,101,train
670,eating ice cream,2eaOHpsoVtY,8,18,train
671,eating ice cream,34bWZgUT0v8,58,68,train
672,eating ice cream,38iv_EtOm20,0,10,train
673,eating ice cream,3AxpqMwJMkE,29,39,train
674,eating ice cream,3DqNSN1DiO0,10,20,train
675,eating ice cream,3EmKQy60JWE,1,11,train
676,eating ice cream,3G82lx3LjSk,44,54,train
677,eating ice cream,3IP0YU28PGM,35,45,train
678,eating ice cream,3QHXey_HQ7g,16,26,train
679,eating ice cream,3TL-ZO7ZyvE,2,12,train
680,eating ice cream,3X9Khk6wfXE,122,132,train
681,eating ice cream,3Z1tebmk6wA,1,11,train
682,eating ice cream,3cJ6x_CYPvU,20,30,train
683,eating ice cream,3ipYnQLLCVI,6,16,train
684,eating ice cream,3j8HeY5nG_0,194,204,train
685,eating ice cream,3qfQHgo_39k,47,57,train
686,eating ice cream,3rbITiImM9U,14,24,train
687,eating ice cream,3vomfyyqDbw,0,10,train
688,eating ice cream,3vvlPcgA3fc,1,11,train
689,eating ice cream,3vz7QHlYopw,16,26,train
690,eating ice cream,3wRhAGSxOzI,2,12,train
691,eating ice cream,4-_n6Rthr_o,25,35,train
692,eating ice cream,4Dl7b-Qr6p4,33,43,train
693,eating ice cream,4G7zz-ETxvE,4,14,train
694,eating ice cream,4Mpekw-KS2U,8,18,train
695,eating ice cream,4MzSsOpFgv0,27,37,train
696,eating ice cream,4Rj1wq0DVZI,0,10,train
697,eating ice cream,4SUnnTfskHA,0,10,train
698,eating ice cream,4ZvvUhc0MWk,16,26,train
699,eating ice cream,4awlkecaFNA,65,75,train
700,eating spaghetti,--3ouPhoy2A,20,30,train
701,eating spaghetti,-0R6wpipD-c,35,45,train
702,eating spaghetti,-3gv9XDUOFA,19,29,train
703,eating spaghetti,-4CxOUPL6o4,49,59,train
704,eating spaghetti,-997f74Tn8Q,42,52,train
705,eating spaghetti,-AEUGxV9mpg,33,43,train
706,eating spaghetti,-FYZWo0YmtE,89,99,train
707,eating spaghetti,-MytqRwRwBg,7,17,train
708,eating spaghetti,-XKwRCwbjvA,4,14,train
709,eating spaghetti,-ZYl4Sw2SSk,243,253,train
710,eating spaghetti,-ZnCh1h0pbo,9,19,train
711,eating spaghetti,-a4MRN79j9I,76,86,train
712,eating spaghetti,-bYMchht1KU,63,73,train
713,eating spaghetti,-beyXnxwTao,40,50,train
714,eating spaghetti,-jK-YcxW6A0,0,10,train
715,eating spaghetti,-skUKi4ItkA,40,50,train
716,eating spaghetti,-yQvLuX6Vfg,49,59,train
717,eating spaghetti,04Q8f9lEzoA,18,28,train
718,eating spaghetti,0AisbPBEq-c,3,13,train
719,eating spaghetti,0K82C4cGttw,72,82,train
720,eating spaghetti,0QEc0kJWUaU,4,14,train
721,eating spaghetti,0TfuoJOcAUE,4,14,train
722,eating spaghetti,0UTA7zg8huM,92,102,train
723,eating spaghetti,0nbRLi_nHEQ,22,32,train
724,eating spaghetti,0uay8Sbzn8E,78,88,train
725,eating spaghetti,14AZeSMkm-M,21,31,train
726,eating spaghetti,16PMCXn0VXg,26,36,train
727,eating spaghetti,18TVCQD2etE,4,14,train
728,eating spaghetti,18nXGrBvNJE,4,14,train
729,eating spaghetti,1Gk305A7XyE,52,62,train
730,eating spaghetti,1Jo5mNMGRX0,21,31,train
731,eating spaghetti,1JzrU8LWXKI,1,11,train
732,eating spaghetti,1U7lLMSRaOw,0,10,train
733,eating spaghetti,1UmuFcHwm0Y,1,11,train
734,eating spaghetti,1hubZ7VKEus,18,28,train
735,eating spaghetti,1itTAI1TWpk,7,17,train
736,eating spaghetti,1lXBljy5qoI,1,11,train
737,eating spaghetti,1lhBG9SJ3Gw,16,26,train
738,eating spaghetti,1s4CMwpOB_0,29,39,train
739,eating spaghetti,1ttEmkw-uqw,72,82,train
740,eating spaghetti,1xU_iWP7ArU,7,17,train
741,eating spaghetti,1ynl-kEQdzE,39,49,train
742,eating spaghetti,24Lb61u82f4,4,14,train
743,eating spaghetti,267SBn5BJqw,132,142,train
744,eating spaghetti,27pNuwMr918,1,11,train
745,eating spaghetti,2BHh4M34Vic,2,12,train
746,eating spaghetti,2GpVI2LqkCE,1,11,train
747,eating spaghetti,2K371Vetxbw,51,61,train
748,eating spaghetti,2MMNg_r8Od0,115,125,train
749,eating spaghetti,2NjyRGO5zSY,26,36,train
750,eating spaghetti,2Ox_fadtVfo,22,32,train
751,eating spaghetti,2ShMD5cnioA,19,29,train
752,eating spaghetti,2d-auRjEY7c,14,24,train
753,eating spaghetti,2v9af_A3v7k,4,14,train
754,eating spaghetti,2xEX3mkfTbQ,57,67,train
755,eating spaghetti,3-79-HfcBLk,97,107,train
756,eating spaghetti,32AApU2nGSA,32,42,train
757,eating spaghetti,32nNEbbfYrU,0,10,train
758,eating spaghetti,3CMAAHM9p5o,2,12,train
759,eating spaghetti,3DamAoCzlqU,76,86,train
760,eating spaghetti,3FCBcw-Fc9k,3,13,train
761,eating spaghetti,3STsYpn3Ocs,2,12,train
762,eating spaghetti,3Xgvxm7YSrI,24,34,train
763,eating spaghetti,3YHEtBfB5DM,101,111,train
764,eating spaghetti,3ifBSqtJzS0,0,10,train
765,eating spaghetti,3jgmjcRMrxs,4,14,train
766,eating spaghetti,3y_yxoLnkM0,75,85,train
767,eating spaghetti,3yh7NSHqh50,16,26,train
768,eating spaghetti,49GHGmc1dPU,6,16,train
769,eating spaghetti,4ADx2cPr4sg,6,16,train
770,eating spaghetti,4CMvXL6v7Y4,61,71,train
771,eating spaghetti,4Cr031_phfQ,48,58,train
772,eating spaghetti,4F8Akkrgp4o,3,13,train
773,eating spaghetti,4Gf_8BKZENI,2,12,train
774,eating spaghetti,4Vs6zQxyb_c,4,14,train
775,eating spaghetti,4YOsoKc8XoA,20,30,train
776,eating spaghetti,4fRGzKO1KLU,0,10,train
777,eating spaghetti,4lEBeMvENDE,48,58,train
778,eating spaghetti,4rEjZfjSov8,1,11,train
779,eating spaghetti,4yMbbduZw1A,2,12,train
780,eating spaghetti,4yNSz5MrYt0,13,23,train
781,eating spaghetti,5-8rkb1lWVc,2,12,train
782,eating spaghetti,50EqCWWvC7Y,26,36,train
783,eating spaghetti,5GIqug3XZow,223,233,train
784,eating spaghetti,5HOE8eND6gM,53,63,train
785,eating spaghetti,5Hnk04BF4Ek,23,33,train
786,eating spaghetti,5MRlmWZdfmw,38,48,train
787,eating spaghetti,5QrlneL48GU,68,78,train
788,eating spaghetti,5Tki0WAn_lE,25,35,train
789,eating spaghetti,5Ws4SNimwx4,10,20,train
790,eating spaghetti,5aqQbum1fJw,47,57,train
791,eating spaghetti,5cq_JBkZMmM,6,16,train
792,eating spaghetti,5eKSuF7rx6I,4,14,train
793,eating spaghetti,5g5-CEgjWNA,5,15,train
794,eating spaghetti,5g5UsoTDTU0,0,10,train
795,eating spaghetti,5gyVhHK5VVU,6,16,train
796,eating spaghetti,5pzQjMeiVpA,4,14,train
797,eating spaghetti,5uW51MYDTHY,3,13,train
798,eating spaghetti,6-wTF1DviBg,26,36,train
799,eating spaghetti,69mRX2VagJk,18,28,train
800,eating watermelon,-0aDlftNdyw,280,290,train
801,eating watermelon,-6ABBKUFtOY,1,11,train
802,eating watermelon,-9TkQ3HpezA,0,10,train
803,eating watermelon,-9w1jNVB9fA,1,11,train
804,eating watermelon,-AJPGQWoOC8,9,19,train
805,eating watermelon,-C8ar9ebUNU,1202,1212,train
806,eating watermelon,-Kyrr0xORdo,2,12,train
807,eating watermelon,-P7FJLTqmtw,96,106,train
808,eating watermelon,-ZlDSY-03Z4,3,13,train
809,eating watermelon,-_xARnNGrcc,44,54,train
810,eating watermelon,-b0rgo5IAag,2,12,train
811,eating watermelon,-cSAjx2VGOo,18,28,train
812,eating watermelon,-fhHv8DFnDM,24,34,train
813,eating watermelon,-fk5STh-Obo,27,37,train
814,eating watermelon,-rF4RUto1yk,2,12,train
815,eating watermelon,-vCsKHFVl1E,10,20,train
816,eating watermelon,-xA_1WuydMU,0,10,train
817,eating watermelon,-xucClcYcqA,47,57,train
818,eating watermelon,07dNCmvxNIg,1,11,train
819,eating watermelon,093uAYHXZ40,312,322,train
820,eating watermelon,0G2A0x2-vf4,40,50,train
821,eating watermelon,0VkgYiVopng,10,20,train
822,eating watermelon,0WTjxLWa5hU,0,10,train
823,eating watermelon,0_RzyAAvAio,0,10,train
824,eating watermelon,0j_6KmXFSEk,0,10,train
825,eating watermelon,19aWfYSLgV8,129,139,train
826,eating watermelon,19fuk7JJkIc,46,56,train
827,eating watermelon,1ElFsbRUPeo,146,156,train
828,eating watermelon,1IzCEYUdXY0,94,104,train
829,eating watermelon,1KxRr-R4QbI,102,112,train
830,eating watermelon,1QXexAVa0JM,51,61,train
831,eating watermelon,1U2LhpRoeSE,13,23,train
832,eating watermelon,1UhcjCua6Lk,0,10,train
833,eating watermelon,1fAbI-T2m1o,39,49,train
834,eating watermelon,1ry9dJLCcCI,25,35,train
835,eating watermelon,1tHPudW7jyk,0,10,train
836,eating watermelon,1tkjSE989RU,0,10,train
837,eating watermelon,2AavwCHpCDo,23,33,train
838,eating watermelon,2OC4405z_t0,73,83,train
839,eating watermelon,2OJRSVwOcSM,43,53,train
840,eating watermelon,2TAXDQpL9sg,26,36,train
841,eating watermelon,2Ul9m6gCYYo,17,27,train
842,eating watermelon,2ulWlW2qFNw,1,11,train
843,eating watermelon,31JNlhNBf7c,41,51,train
844,eating watermelon,31LazXkQKyw,61,71,train
845,eating watermelon,34HU59piDMA,14,24,train
846,eating watermelon,3QD98yhMBm0,26,36,train
847,eating watermelon,3RUdcE_i7vg,0,10,train
848,eating watermelon,3S20Sqh1Bmg,12,22,train
849,eating watermelon,3VeXyr3ouz4,10,20,train
850,eating watermelon,3YE-Bi-j1yA,145,155,train
851,eating watermelon,3YRFnn-A2oE,17,27,train
852,eating watermelon,3_EEjiQUhgc,0,10,train
853,eating watermelon,3a5ogQ_wKlw,13,23,train
854,eating watermelon,3aYXMxjjqc4,17,27,train
855,eating watermelon,3bwm8jerAmY,5,15,train
856,eating watermelon,3i5-gWx4Wa8,153,163,train
857,eating watermelon,3kikF1G7dNA,39,49,train
858,eating watermelon,3osTOgOxeHs,78,88,train
859,eating watermelon,4-0YrwiyL28,73,83,train
860,eating watermelon,4DSU3nNBrGE,17,27,train
861,eating watermelon,4K0yS9ZJy1o,227,237,train
862,eating watermelon,4NLV44DHm3E,8,18,train
863,eating watermelon,4NVC48I-Jv4,27,37,train
864,eating watermelon,4QYRUXBhMR0,190,200,train
865,eating watermelon,4UDbtekffGM,1,11,train
866,eating watermelon,4VInS0X31lU,4,14,train
867,eating watermelon,4W6niVsrIdM,0,10,train
868,eating watermelon,4WgQBPVVmqo,17,27,train
869,eating watermelon,4aMTATEFDzw,26,36,train
870,eating watermelon,4gP7VLNbQm0,57,67,train
871,eating watermelon,4xSGQpyKk80,29,39,train
872,eating watermelon,4yKfv_7gF-U,11,21,train
873,eating watermelon,507Sz0R2x1c,24,34,train
874,eating watermelon,53JuytbO-UI,2,12,train
875,eating watermelon,53vPc5UuAVY,46,56,train
876,eating watermelon,56Bg8dvO7Rc,17,27,train
877,eating watermelon,59ETSvJV3zw,93,103,train
878,eating watermelon,5ChKpfWUlaQ,23,33,train
879,eating watermelon,5FBf1etr7Ak,73,83,train
880,eating watermelon,5HmDmtZFZKQ,23,33,train
881,eating watermelon,5JVP3Y0Sw0Q,1,11,train
882,eating watermelon,5XV2BLUaT24,8,18,train
883,eating watermelon,5XlW-q3z9p4,42,52,train
884,eating watermelon,5YX_b1hedo0,37,47,train
885,eating watermelon,5caR9x9RmcY,148,158,train
886,eating watermelon,5hJwYiW0Edc,31,41,train
887,eating watermelon,5jTAxu0w2f0,4,14,train
888,eating watermelon,5nRdSmiVEXE,41,51,train
889,eating watermelon,5nkEqYHk5Vo,25,35,train
890,eating watermelon,5p0tRv5Khlg,27,37,train
891,eating watermelon,5pPD-h-Digw,30,40,train
892,eating watermelon,5qmr1_7p9Sw,98,108,train
893,eating watermelon,67-Ci_h7J3M,91,101,train
894,eating watermelon,67BAgg6eJQ0,16,26,train
895,eating watermelon,68AE5m7BHCE,46,56,train
896,eating watermelon,6CJCS8i-Wbg,246,256,train
897,eating watermelon,6EEqM3igkcQ,39,49,train
898,eating watermelon,6Fc11UBMXQ4,0,10,train
899,eating watermelon,6OmThc9lA8c,20,30,train
900,sucking lolly,-7bH1Pj8Csk,45,55,train
901,sucking lolly,-GNApu5BcuI,0,10,train
902,sucking lolly,-ZDm9qxAX0s,39,49,train
903,sucking lolly,-cLBCnTm5DM,30,40,train
904,sucking lolly,-gs78faTRb0,15,25,train
905,sucking lolly,-hnV4W2qsAs,1,11,train
906,sucking lolly,01szjIk9al8,21,31,train
907,sucking lolly,02DTn2vhV3A,1,11,train
908,sucking lolly,050aJxi_OfU,0,10,train
909,sucking lolly,0EGWqWlH7Ak,15,25,train
910,sucking lolly,0H_TSHDenp8,0,10,train
911,sucking lolly,0dL_ZgmqKF0,0,10,train
912,sucking lolly,0dOiTr7bH5k,145,155,train
913,sucking lolly,0s7qcPcu6xQ,9,19,train
914,sucking lolly,0yYpyXwCSIg,20,30,train
915,sucking lolly,0zSHtdMLzDc,19,29,train
916,sucking lolly,1-TggPklKXk,11,21,train
917,sucking lolly,1GdkfMXsp9E,1,11,train
918,sucking lolly,1QsS7jgdBGQ,11,21,train
919,sucking lolly,1Rl8g3gFKbk,0,10,train
920,sucking lolly,1sdv-bevpyw,104,114,train
921,sucking lolly,25YOwJBNN8s,0,10,train
922,sucking lolly,2Hqchm6MBE4,162,172,train
923,sucking lolly,2OnDCsBspws,0,10,train
924,sucking lolly,2PWM7Yk8_cw,0,10,train
925,sucking lolly,2UJxuc597cU,0,10,train
926,sucking lolly,2YKDUC0ytvU,0,10,train
927,sucking lolly,3-KMUgbxf20,590,600,train
928,sucking lolly,33xwt381aMk,33,43,train
929,sucking lolly,37Xn7Hg0BxI,0,10,train
930,sucking lolly,38Tc4oDqfN4,11,21,train
931,sucking lolly,38er384OSNQ,4,14,train
932,sucking lolly,3YmOOoAwUZ8,0,10,train
933,sucking lolly,3jDk8Pr3ReU,85,95,train
934,sucking lolly,3nu-6sT5CfE,30,40,train
935,sucking lolly,3qpgahwufJw,284,294,train
936,sucking lolly,3sWJfuU6apE,0,10,train
937,sucking lolly,3zYzbNM4BEc,214,224,train
938,sucking lolly,41EO_VdbcqQ,103,113,train
939,sucking lolly,4GJkfjnqbO0,5,15,train
940,sucking lolly,4GMLr8qPWlk,95,105,train
941,sucking lolly,4I9pM2hnLI4,0,10,train
942,sucking lolly,4Rx8TXNz_jM,0,10,train
943,sucking lolly,4ZD5iNU5q80,87,97,train
944,sucking lolly,4cCg4MSJf8A,24,34,train
945,sucking lolly,4f7NCAainSA,25,35,train
946,sucking lolly,4gDdwCSMOiA,0,10,train
947,sucking lolly,4goeIQiepRo,184,194,train
948,sucking lolly,4m3h16iyQ8Y,59,69,train
949,sucking lolly,4ot2cu-flsc,436,446,train
950,sucking lolly,543qwkkKbQc,16,26,train
951,sucking lolly,5H0ADTAMtlw,0,10,train
952,sucking lolly,5JCbdI8mswk,5,15,train
953,sucking lolly,5O7CgZdy4gI,13,23,train
954,sucking lolly,5PXhjXt93d8,56,66,train
955,sucking lolly,5T_WpX7400Y,0,10,train
956,sucking lolly,5VlBN0bfOWg,35,45,train
957,sucking lolly,5WI6v6X3RkI,15,25,train
958,sucking lolly,5jS-w4vFzx8,6,16,train
959,sucking lolly,5qVHIZVMSZ0,12,22,train
960,sucking lolly,5rQ9mRchrKw,63,73,train
961,sucking lolly,5ugJJ2kHBO4,150,160,train
962,sucking lolly,5y4KEaQPZrQ,18,28,train
963,sucking lolly,6EWS4aNNdAY,24,34,train
964,sucking lolly,6JOmRYeICRc,0,10,train
965,sucking lolly,6MJUFWMdPwc,100,110,train
966,sucking lolly,6S3UwSxqggI,50,60,train
967,sucking lolly,6k22CaABE3U,209,219,train
968,sucking lolly,7-HUGhd1XnY,24,34,train
969,sucking lolly,768BUf1TEEg,0,10,train
970,sucking lolly,7Fs59vcF1Vo,4,14,train
971,sucking lolly,7Q6kBsGoCzo,212,222,train
972,sucking lolly,7UgDri1L220,8,18,train
973,sucking lolly,7ZsK8713YWo,43,53,train
974,sucking lolly,7a1hsOfZhKM,0,10,train
975,sucking lolly,7fZxMp8zEXY,374,384,train
976,sucking lolly,7fpIRL1Ixrg,0,10,train
977,sucking lolly,7gZRImmFucY,164,174,train
978,sucking lolly,7t-3fYwrb2o,123,133,train
979,sucking lolly,82mEg2P-Q-4,0,10,train
980,sucking lolly,850RONWzIGA,33,43,train
981,sucking lolly,86IAmUTGBbY,0,10,train
982,sucking lolly,88skEidZhDg,2,12,train
983,sucking lolly,8Er3mJV1aCM,8,18,train
984,sucking lolly,8_ugmX_MGR8,9,19,train
985,sucking lolly,8as_z0kybls,0,10,train
986,sucking lolly,8hjNaAatDnE,163,173,train
987,sucking lolly,8pARBFTzI04,9,19,train
988,sucking lolly,8pgjXJttcN4,25,35,train
989,sucking lolly,8pzirP_ILN8,0,10,train
990,sucking lolly,8rUTJZ2VYEM,51,61,train
991,sucking lolly,8tHd6gpGt_A,95,105,train
992,sucking lolly,8vp1D0hZDAs,13,23,train
993,sucking lolly,8xseXiR5N-k,41,51,train
994,sucking lolly,8yfCoQXSAwQ,22,32,train
995,sucking lolly,917BbfpFfmE,60,70,train
996,sucking lolly,95Aisk70_II,0,10,train
997,sucking lolly,9HjUp8dQ5l4,8,18,train
998,sucking lolly,9O2ZhcsU6gA,0,10,train
999,sucking lolly,9_hCya4Svug,21,31,train
1000,tasting beer,-3ikeoGPN1E,0,10,train
1001,tasting beer,-ErtRXry_Ns,193,203,train
1002,tasting beer,-JKOYkHiTaU,19,29,train
1003,tasting beer,-KViqaTb4nM,238,248,train
1004,tasting beer,-TT5r4FGzLs,73,83,train
1005,tasting beer,-ndZE5bxS3A,60,70,train
1006,tasting beer,-q0m9-JYNV0,586,596,train
1007,tasting beer,-xFiThR2JE4,3,13,train
1008,tasting beer,-zSEHrWQ2BE,537,547,train
1009,tasting beer,-zbHop1XLyM,116,126,train
1010,tasting beer,0BS2OyaYIVY,16,26,train
1011,tasting beer,0JdK6RgwlK4,348,358,train
1012,tasting beer,0cDGU-95Xkk,85,95,train
1013,tasting beer,0ghNZluZEg8,480,490,train
1014,tasting beer,0k1rhe0iJro,13,23,train
1015,tasting beer,1EJnoPrGyzc,2,12,train
1016,tasting beer,1Jvl-MR9bOI,31,41,train
1017,tasting beer,1NL4YkOXDGw,1,11,train
1018,tasting beer,1ZwMpYj4UDM,223,233,train
1019,tasting beer,1tpGvI7Vjfk,6,16,train
1020,tasting beer,1wl9ofcRxJ0,13,23,train
1021,tasting beer,1zNdXTAHOzE,42,52,train
1022,tasting beer,28k0PqWELXg,107,117,train
1023,tasting beer,29GClWUQPOI,0,10,train
1024,tasting beer,2EJcpK--EjM,474,484,train
1025,tasting beer,2HxkXRg7lCQ,267,277,train
1026,tasting beer,2RS9CrgQftk,429,439,train
1027,tasting beer,2X9FfApT3Eg,277,287,train
1028,tasting beer,2_PlnTA-oms,41,51,train
1029,tasting beer,2cvS39tCMtg,18,28,train
1030,tasting beer,2dTYAsw8_w0,76,86,train
1031,tasting beer,2jJBLg_O5Y8,225,235,train
1032,tasting beer,2nDLSOJ1bFM,26,36,train
1033,tasting beer,36RwEWdQ8pI,116,126,train
1034,tasting beer,36lphp9tnMk,134,144,train
1035,tasting beer,3FOWoQGgQMM,13,23,train
1036,tasting beer,3FwvmX6ryTs,21,31,train
1037,tasting beer,3Jp1GHqiamc,361,371,train
1038,tasting beer,3cOlaoWmXxA,57,67,train
1039,tasting beer,3mdDqxRnG3E,88,98,train
1040,tasting beer,3wYAQ_sctuk,7,17,train
1041,tasting beer,3yB3r-RKFvQ,2,12,train
1042,tasting beer,43NNZRBk37I,351,361,train
1043,tasting beer,443icNdmeWc,442,452,train
1044,tasting beer,46wjGk7UTx4,269,279,train
1045,tasting beer,4FIzK-m681c,12,22,train
1046,tasting beer,4Fxt0z1cnnA,39,49,train
1047,tasting beer,4GCihEtEtIg,29,39,train
1048,tasting beer,4MSAU0rzqM4,0,10,train
1049,tasting beer,4UnjFqnIKRI,14,24,train
1050,tasting beer,4bjWk9DJ9L0,318,328,train
1051,tasting beer,4iTRIbiGhyw,4,14,train
1052,tasting beer,4lZJmaKf1UI,1,11,train
1053,tasting beer,4rfnAUOK0MY,39,49,train
1054,tasting beer,4zpAcC6EWtQ,266,276,train
1055,tasting beer,55ZLTg_y4V4,143,153,train
1056,tasting beer,5P5NdgHsJ_0,3,13,train
1057,tasting beer,5eU4wCuNW9I,513,523,train
1058,tasting beer,5qsBRFHmfhc,2,12,train
1059,tasting beer,5tia_WS2ALI,13,23,train
1060,tasting beer,5twA8i4Dkio,0,10,train
1061,tasting beer,61ngTWj5kGc,278,288,train
1062,tasting beer,6_MUuJAMLQY,447,457,train
1063,tasting beer,6c_8Z0KdIu8,61,71,train
1064,tasting beer,6lU5LUwccic,0,10,train
1065,tasting beer,6mQPrf5ZwNg,144,154,train
1066,tasting beer,6xQ-ldNQZSo,19,29,train
1067,tasting beer,6yA7VqxBTVw,4,14,train
1068,tasting beer,708PDIo__6Q,110,120,train
